iterations,fitness,time,fevals
0,0.0382868843426,0.00815032599996,813
10,0.0441958798786,0.0162807749999,1528
20,0.0524388193174,0.024082608,2237
30,0.0531904758019,0.031568328,2936
40,0.0553205475588,0.034673031,3631
50,0.0611527820885,0.03772227,4335
60,0.0646768148761,0.043073426,5030
70,0.0682324840561,0.046010775,5721
80,0.0768809842255,0.0488593169999,6417
90,0.0765488841672,0.051530247,7125
100,0.0744498743894,0.054305051,7822
110,0.0757688686377,0.057080496,8525
120,0.0671397369414,0.059870689,9218
130,0.0677055532797,0.062716667,9915
140,0.0687329935021,0.0655437290001,10612
150,0.0752575693978,0.068307312,11324
160,0.0677488093935,0.0711468769999,12023
170,0.0707606103224,0.0740021519999,12708
180,0.0737540049094,0.0768590299999,13425
190,0.077583585912,0.0796402459999,14128
200,0.0882512461588,0.0823608679999,14827
210,0.0791379736918,0.084961906,15535
220,0.0864191676291,0.0914563260001,16243
230,0.0827642541586,0.0976019320001,16937
240,0.0858150149844,0.103659694,17631
250,0.081520538838,0.106440269,18344
260,0.0818103947617,0.115045528,19045
270,0.0787630004064,0.121406258,19747
280,0.0803855107277,0.125158255,20443
290,0.0815420244206,0.127786865,21143
300,0.0820455038078,0.130337248,21846
310,0.0776851652502,0.132932836,22535
320,0.0920866047282,0.135508546,23234
330,0.0825938994766,0.137958581,23926
340,0.0855971894744,0.140480751,24621
350,0.0886574405487,0.142894558,25319
360,0.082509225104,0.145288488,26013
370,0.089598834406,0.147760324,26713
380,0.0884651217558,0.150161948,27414
390,0.0849827426396,0.152616471,28102
400,0.0834891637231,0.155142809,28799
410,0.0900596091697,0.157555654,29486
420,0.0843966893894,0.159977156,30178
430,0.0867919549161,0.162481693,30869
440,0.0858242487864,0.164944231,31562
450,0.0911661211691,0.167454539,32251
460,0.0929540024195,0.172268688,32952
470,0.0878376769788,0.174741165,33649
480,0.0896113859617,0.17715946,34343
490,0.084241894388,0.179541207001,35039
500,0.0810500257951,0.182049592001,35728
510,0.0783742756502,0.184729178001,36427
520,0.0923530302855,0.187404917001,37126
530,0.0811163294925,0.190046992001,37828
540,0.0808335186664,0.192575574001,38507
550,0.0814150603816,0.195187192001,39188
560,0.0829515340019,0.197755850001,39874
570,0.0847196163778,0.200228007001,40580
580,0.0838116897635,0.202715232001,41282
590,0.0830888684125,0.205241570001,41968
600,0.0798047160575,0.207656980001,42667
610,0.0830770264549,0.210088100001,43378
620,0.0841186051323,0.212568592001,44072
630,0.0800507573859,0.215084030001,44749
640,0.0865170145663,0.217555866001,45441
650,0.0857415121219,0.221837496001,46133
660,0.0873868755945,0.226701659001,46837
670,0.089278475981,0.229021851001,47516
680,0.0845242830362,0.231342043001,48230
690,0.0827392735983,0.233770918001,48935
700,0.0815523456067,0.236313927001,49620
710,0.0860671034278,0.238784160001,50320
720,0.0885752230967,0.241251508001,51027
730,0.084225503083,0.247214371001,51703
740,0.0930004723962,0.249601248001,52383
750,0.0832462736854,0.252036856001,53079
760,0.0903801397214,0.254500998001,53782
770,0.0904447099809,0.256909675001,54479
780,0.0843733499201,0.259200371001,55167
790,0.0866333433299,0.261514150001,55877
800,0.0875904779915,0.267224059001,56566
810,0.0856367275337,0.273050026001,57263
820,0.0924861976647,0.278907732001,57953
830,0.0874137660265,0.281242992001,58634
840,0.0893211545446,0.286925970001,59335
850,0.0965758787014,0.292583300001,60040
860,0.0914706754435,0.295911462001,60747
870,0.0889671315515,0.299991434001,61454
880,0.0906136741098,0.302401394001,62173
890,0.0952621504074,0.304813277001,62852
900,0.0853259231431,0.307338012001,63546
910,0.0954343483164,0.313947849001,64240
920,0.0897978693801,0.316358770001,64935
930,0.0955110937191,0.318676717,65626
940,0.0923356811872,0.321100783,66318
950,0.0931713787363,0.323430592,67000
960,0.098010692572,0.325723212001,67693
970,0.0974584707107,0.328048854,68387
980,0.0939155830972,0.330411045,69095
990,0.0919367535829,0.332844729,69784
1000,0.0913303231915,0.335203072,70482
1010,0.0924088723841,0.337621688,71173
1020,0.0848481728438,0.34012334,71859
1030,0.0795373494347,0.342618901,72567
1040,0.0855819828994,0.345388576,73266
1050,0.0856436959415,0.3516076,73986
1060,0.0780023989126,0.357910301,74696
1070,0.0795151222408,0.36399307,75383
1080,0.0844285649293,0.372077353,76081
1090,0.0871233876903,0.374530915,76785
1100,0.0871883462509,0.376964599,77487
1110,0.0905483103428,0.379361414,78184
1120,0.0840535913182,0.385230982,78886
1130,0.0854077066031,0.391189677,79593
1140,0.0916381261163,0.397171776,80290
1150,0.0857017711966,0.39968529,80983
1160,0.0908356572847,0.402130837,81687
1170,0.0894494605403,0.404557789,82381
1180,0.0904028724024,0.406996282,83071
1190,0.0925932265815,0.409422592,83778
1200,0.0893807448071,0.411895069,84478
1210,0.0881248014949,0.414384538,85167
1220,0.0833098882909,0.416892282,85847
1230,0.0959942741031,0.419410925,86542
1240,0.0885275272456,0.421839801,87243
1250,0.0892163593308,0.424184038,87932
1260,0.105583678829,0.426559052,88644
1270,0.0944097830844,0.42882378,89347
1280,0.0880203271755,0.43107344,90035
1290,0.0902147400997,0.433374716,90747
1300,0.0917836407447,0.4358613,91445
1310,0.0958921535651,0.438626486,92146
1320,0.0915838795927,0.442594568,92837
1330,0.0925643529335,0.445082754,93540
1340,0.0903127066559,0.447548178,94241
1350,0.0928960254834,0.450070028,94942
1360,0.0949850325327,0.452537696,95650
1370,0.0930944582119,0.454985807,96339
1380,0.0879237386989,0.457500604,97032
1390,0.086474316317,0.459957693,97736
1400,0.080399682633,0.462576364,98428
1410,0.087917841513,0.465086031,99124
1420,0.0889671386574,0.467475152,99823
1430,0.0936745642843,0.469938331,100532
1440,0.0956317567145,0.472300521,101225
1450,0.082435430867,0.474691245,101918
1460,0.084907285999,0.477255094,102611
1470,0.0788253932391,0.479809645,103300
1480,0.0815663104171,0.482311938,103999
1490,0.0854039717576,0.484810705,104685
1500,0.0825098899773,0.48727132,105387
1510,0.0940289385861,0.489723599,106083
1520,0.0913408204517,0.492134841,106802
1530,0.102280773261,0.494511138,107504
1540,0.0895854138574,0.496801193,108201
1550,0.0927491453018,0.501738132,108890
