iteration,MSE_trg,MSE_tst,acc_trg,acc_tst,time
0,0.161462749763,0.160269785632,0.51572327044,0.536805555556,0.545631662999
10,0.128533778237,0.141543653723,0.553459119497,0.511805555556,6.154364072
20,0.124248461934,0.132145235061,0.547169811321,0.518055555556,11.65259323
30,0.141266344723,0.142365074471,0.522012578616,0.502083333333,17.16382277
40,0.126502043848,0.128810239095,0.528301886792,0.544444444444,22.617998103
50,0.125560142712,0.124227547381,0.490566037736,0.544444444444,28.094544035
60,0.1352216147,0.146314200882,0.528301886792,0.504166666667,33.578280092
70,0.140608370316,0.137655775294,0.364779874214,0.415972222222,39.05140585
80,0.139185116735,0.132491960721,0.471698113208,0.491666666667,44.536078064
90,0.125573531468,0.12677946172,0.509433962264,0.50625,50.023397158
100,0.131321831726,0.132850191099,0.477987421384,0.465277777778,55.402548262
110,0.134280842006,0.133471468666,0.364779874214,0.365277777778,60.79505658
120,0.132310138517,0.130414048578,0.51572327044,0.515277777778,66.30959633
130,0.132899721937,0.130677635464,0.415094339623,0.433333333333,71.801430775
140,0.127465740785,0.130963482877,0.522012578616,0.536805555556,77.432272493
150,0.138812583226,0.137868051377,0.433962264151,0.454861111111,82.889984061
160,0.143823709535,0.140412675386,0.358490566038,0.386805555556,88.420917758
170,0.110594055941,0.1193021978,0.62893081761,0.591666666667,93.951588882
180,0.117268536825,0.125446842098,0.572327044025,0.5625,99.61990889
190,0.124008237536,0.126785859655,0.572327044025,0.530555555556,105.138365745
200,0.134107157411,0.136535902792,0.48427672956,0.436805555556,110.713639884
210,0.122140782886,0.124570029069,0.578616352201,0.491666666667,116.264262349
220,0.10692259239,0.116813385299,0.691823899371,0.595138888889,121.797204933
230,0.136164888596,0.132077124952,0.270440251572,0.379861111111,127.288676778
240,0.120370272577,0.126432651414,0.59748427673,0.527777777778,132.662517125
250,0.129342885952,0.129399499226,0.51572327044,0.536805555556,138.138584078
260,0.106000581984,0.119624591868,0.660377358491,0.554861111111,143.635788594
270,0.115004623619,0.118018544593,0.59748427673,0.600694444444,149.114424846
280,0.0980650124605,0.115360107921,0.691823899371,0.617361111111,154.515107535
290,0.135536414008,0.136402500543,0.396226415094,0.369444444444,160.0043076
300,0.116431662297,0.126316034371,0.559748427673,0.536111111111,165.472525271
310,0.107275489561,0.114919608642,0.691823899371,0.622222222222,170.939609617
320,0.124267852642,0.130183561987,0.610062893082,0.484722222222,176.57528023
330,0.137600491966,0.140102881281,0.408805031447,0.410416666667,182.131865877
340,0.113498476027,0.123843464364,0.616352201258,0.552083333333,187.781322344
350,0.116533078702,0.123317728608,0.578616352201,0.580555555556,193.279969567
360,0.0979169119902,0.114606286654,0.704402515723,0.620833333333,198.660852561
370,0.100373726022,0.113508500468,0.710691823899,0.63125,204.159005738
380,0.10880708196,0.119818029075,0.62893081761,0.584722222222,209.598524464
390,0.0971368492729,0.108882012374,0.735849056604,0.65,215.07967904
400,0.114437567475,0.121891730159,0.51572327044,0.553472222222,220.543141233
410,0.10914817344,0.117363753472,0.666666666667,0.609027777778,226.024357363
420,0.109846197386,0.118322991756,0.716981132075,0.623611111111,231.484096736
430,0.0918205216597,0.114354563021,0.748427672956,0.66875,236.891617529
440,0.0898115919593,0.110517935973,0.735849056604,0.653472222222,242.301592206
450,0.0899589361546,0.107377892622,0.748427672956,0.657638888889,247.655898636
460,0.109742585387,0.116975631761,0.660377358491,0.6125,253.133623099
470,0.0912337101372,0.10795264373,0.754716981132,0.653472222222,258.538498289
480,0.0851775492463,0.110508460956,0.761006289308,0.672916666667,263.995188098
490,0.0842080045116,0.109655728679,0.761006289308,0.651388888889,269.459312013
500,0.101804188921,0.120393534627,0.666666666667,0.610416666667,274.882356643
510,0.0726337264873,0.100648238163,0.792452830189,0.688194444444,280.329984336
520,0.0780483161692,0.101898130649,0.779874213836,0.692361111111,285.816398695
530,0.0823193551916,0.106039481295,0.767295597484,0.661111111111,291.208961832
540,0.0831633151486,0.104534731178,0.77358490566,0.688888888889,296.6732111
550,0.0860770182821,0.108795846626,0.77358490566,0.644444444444,302.165403335
560,0.0797117270669,0.105073730738,0.767295597484,0.669444444444,307.558728865
570,0.0831955926281,0.101138697728,0.779874213836,0.6875,312.976922156
580,0.0776852520297,0.106616460077,0.761006289308,0.670833333333,318.409798986
590,0.0734111249549,0.100598933227,0.798742138365,0.686111111111,323.888997252
600,0.0782675746359,0.111333247221,0.779874213836,0.659722222222,329.392218175
610,0.0729876736067,0.105381832008,0.786163522013,0.677083333333,334.884762753
620,0.0862494781367,0.110190725117,0.754716981132,0.661111111111,340.371410831
630,0.0819287700762,0.108724564069,0.761006289308,0.647916666667,345.839539695
640,0.0841939490496,0.115218169144,0.754716981132,0.641666666667,351.268904335
650,0.0688006549041,0.106657989312,0.805031446541,0.698611111111,356.619378617
660,0.0797830683231,0.108902193295,0.786163522013,0.691666666667,361.962214891
670,0.0752029320853,0.109588904132,0.792452830189,0.697222222222,367.457031571
680,0.0765489195788,0.109798628579,0.779874213836,0.661805555556,372.853711552
690,0.0753427676352,0.108326668479,0.786163522013,0.682638888889,378.277929262
700,0.0657514385493,0.106028211572,0.823899371069,0.686111111111,383.591577998
710,0.0659853158889,0.104681497936,0.817610062893,0.702083333333,388.952347107
720,0.0751464208994,0.107260891185,0.786163522013,0.697222222222,394.297567692
730,0.0714367215778,0.101647964976,0.792452830189,0.701388888889,399.704493447
740,0.0732765274523,0.105559461547,0.779874213836,0.678472222222,405.107198168
750,0.072513320582,0.106906860396,0.805031446541,0.70625,410.625961518
760,0.0753436731719,0.102230240376,0.786163522013,0.683333333333,416.13115606
770,0.0687149330843,0.0991741269829,0.836477987421,0.709722222222,421.661822374
780,0.0642493125129,0.102199301965,0.823899371069,0.694444444444,427.063201089
790,0.0674932990969,0.10421228249,0.817610062893,0.69375,432.493534268
800,0.0678804454669,0.108467617647,0.811320754717,0.704861111111,438.001965282
810,0.0651938318029,0.107874488622,0.836477987421,0.689583333333,443.44930636
820,0.0647384295522,0.104232571633,0.849056603774,0.692361111111,448.936889952
830,0.0631275829534,0.0983939080753,0.823899371069,0.709722222222,454.441723175
840,0.0760992155921,0.105977142831,0.779874213836,0.670138888889,460.089428839
850,0.0684960704123,0.108195613978,0.811320754717,0.704861111111,465.483531184
860,0.0693174269929,0.106446566586,0.811320754717,0.702083333333,470.828988056
870,0.0673098088347,0.100158451706,0.811320754717,0.709722222222,476.307909964
880,0.0650933143363,0.108098724298,0.830188679245,0.699305555556,481.72783931
890,0.0671060774583,0.106967741721,0.805031446541,0.691666666667,487.137311283
900,0.0632478442847,0.105287889672,0.830188679245,0.697916666667,492.597753411
910,0.0696486070401,0.103383513659,0.786163522013,0.707638888889,498.056779445
920,0.0623765407743,0.100346620194,0.842767295597,0.704861111111,503.383175927
930,0.0594854294324,0.102756985738,0.849056603774,0.703472222222,508.817304703
940,0.0604905207735,0.103144269894,0.836477987421,0.697916666667,514.155419485
950,0.0611915088049,0.104690649986,0.836477987421,0.704166666667,519.611452383
960,0.0635783775789,0.10350620381,0.823899371069,0.715277777778,525.084590643
970,0.0647061680771,0.107706680563,0.836477987421,0.698611111111,530.382451687
980,0.0596210449527,0.1061998783,0.849056603774,0.698611111111,535.775601848
990,0.0610205960617,0.100020856404,0.836477987421,0.702777777778,541.229392462
1000,0.0573098526775,0.103936606739,0.842767295597,0.713194444444,546.71336897
1010,0.0565519325862,0.104633639286,0.85534591195,0.7125,552.124850793
1020,0.0576804768058,0.102797959485,0.867924528302,0.71875,557.568036879
1030,0.0584285167689,0.103645864919,0.861635220126,0.7125,563.066284312
1040,0.0603921662606,0.108526836716,0.836477987421,0.701388888889,568.464757416
1050,0.0581222129971,0.105672248178,0.849056603774,0.717361111111,573.880667062
1060,0.0590233375797,0.105587391297,0.842767295597,0.709027777778,579.309822352
1070,0.054753931718,0.106035701316,0.867924528302,0.7125,584.760911258
1080,0.0596868342036,0.103200952988,0.842767295597,0.705555555556,590.152177885
1090,0.056297798047,0.104603251818,0.849056603774,0.70625,595.535719946
1100,0.0563542145197,0.103504621994,0.861635220126,0.720833333333,600.949299784
1110,0.05451990615,0.109946633797,0.867924528302,0.702777777778,606.352521956
1120,0.0634445612274,0.103929926589,0.842767295597,0.697916666667,611.911819891
1130,0.0605390553843,0.110872677693,0.830188679245,0.702777777778,617.430067395
1140,0.0587510425276,0.109262706893,0.849056603774,0.706944444444,622.874175206
1150,0.0572226108501,0.102479326918,0.849056603774,0.705555555556,628.4296769
