iterations,fitness,time,fevals
0,1816.94427292,8.97700000002e-06,11
10,1723.79366063,1.6991e-05,21
20,2041.97784121,2.5326e-05,31
30,2152.34006501,3.30200000001e-05,41
40,2352.45575767,4.1356e-05,51
50,2487.19876748,4.9051e-05,61
60,2520.64979146,5.7387e-05,71
70,2520.64979146,7.9508e-05,81
80,2592.58058654,8.6882e-05,91
90,2706.47996442,9.3615e-05,101
100,2829.12111393,0.000100669,111
110,2918.01480355,0.000107402,121
120,2918.01480355,0.000113493,131
130,2973.7635379,0.000120546,141
140,3010.53857871,0.000126958,151
150,3138.63582474,0.00013305,161
160,3138.63582474,0.000139142,171
170,3166.23555687,0.000144913,181
180,3191.81226268,0.000151005,191
190,3221.95032338,0.000157096,201
200,3265.60814083,0.000178576,211
210,3265.60814083,0.000184667,221
220,3265.60814083,0.000190438,231
230,3265.60814083,0.000200376,241
240,3265.60814083,0.000206467,251
250,3293.63510405,0.000212879,261
260,3293.63510405,0.000219291,271
270,3293.63510405,0.000225061,281
280,3293.63510405,0.000230832,291
290,3293.63510405,0.000236923,301
300,3293.63510405,0.000243014,311
310,3293.63510405,0.000248464,321
320,3293.63510405,0.000254235,331
330,3293.63510405,0.000260326,341
340,3293.63510405,0.000266097,351
350,3293.63510405,0.000271868,361
360,3293.63510405,0.00027796,371
370,3293.63510405,0.000283731,381
380,3293.63510405,0.000289823,391
390,3293.63510405,0.000296555,401
400,3293.63510405,0.000302967,411
410,3293.63510405,0.000308417,421
420,3293.63510405,0.000314508,431
430,3293.63510405,0.000320599,441
440,3293.63510405,0.000327652,451
450,3293.63510405,0.000334064,461
460,3293.63510405,0.000340156,471
470,3293.63510405,0.000345927,481
480,3293.63510405,0.000351377,491
490,3293.63510405,0.000357469,501
500,3293.63510405,0.00036356,511
510,3293.63510405,0.000370934,521
520,3293.63510405,0.000377026,531
530,3293.63510405,0.000382796,541
540,3293.63510405,0.000388888,551
550,3293.63510405,0.000395621,561
560,3293.63510405,0.000402995,571
570,3293.63510405,0.000408765,581
580,3293.63510405,0.000414857,591
590,3293.63510405,0.000420627,601
600,3293.63510405,0.000426719,611
610,3293.63510405,0.000433131,621
620,3293.63510405,0.000440825,631
630,3293.63510405,0.000446596,641
640,3293.63510405,0.000452688,651
650,3293.63510405,0.000458459,661
660,3293.63510405,0.000465191,671
670,3293.63510405,0.000472885,681
680,3293.63510405,0.000478976,691
690,3293.63510405,0.000486349,701
700,3293.63510405,0.000492761,711
710,3293.63510405,0.000499494,721
720,3293.63510405,0.000507829,731
730,3293.63510405,0.000514882,741
740,3293.63510405,0.000520652,751
750,3293.63510405,0.000526422,761
760,3293.63510405,0.000533155,771
770,3293.63510405,0.000539567,781
780,3293.63510405,0.000545338,791
790,3293.63510405,0.00055207,801
800,3293.63510405,0.000558162,811
